,file_number,img_path,emotion,labels
158,3837,/content/drive/MyDrive/lab5_data/data/3837.jpg,positive,1.0
159,1952,/content/drive/MyDrive/lab5_data/data/1952.jpg,,
160,578,/content/drive/MyDrive/lab5_data/data/578.jpg,positive,1.0
161,4619,/content/drive/MyDrive/lab5_data/data/4619.jpg,positive,1.0
162,3610,/content/drive/MyDrive/lab5_data/data/3610.jpg,positive,1.0
163,593,/content/drive/MyDrive/lab5_data/data/593.jpg,negative,0.0
164,1007,/content/drive/MyDrive/lab5_data/data/1007.jpg,positive,1.0
165,3176,/content/drive/MyDrive/lab5_data/data/3176.jpg,positive,1.0
166,1761,/content/drive/MyDrive/lab5_data/data/1761.jpg,negative,0.0
167,3604,/content/drive/MyDrive/lab5_data/data/3604.jpg,positive,1.0
168,1013,/content/drive/MyDrive/lab5_data/data/1013.jpg,positive,1.0
169,587,/content/drive/MyDrive/lab5_data/data/587.jpg,neutral,2.0
170,1775,/content/drive/MyDrive/lab5_data/data/1775.jpg,negative,0.0
171,1985,/content/drive/MyDrive/lab5_data/data/1985.jpg,positive,1.0
172,4625,/content/drive/MyDrive/lab5_data/data/4625.jpg,neutral,2.0
173,1588,/content/drive/MyDrive/lab5_data/data/1588.jpg,positive,1.0
174,3162,/content/drive/MyDrive/lab5_data/data/3162.jpg,positive,1.0
175,5088,/content/drive/MyDrive/lab5_data/data/5088.jpg,positive,1.0
176,4396,/content/drive/MyDrive/lab5_data/data/4396.jpg,negative,0.0
177,1205,/content/drive/MyDrive/lab5_data/data/1205.jpg,,
178,5063,/content/drive/MyDrive/lab5_data/data/5063.jpg,positive,1.0
179,3412,/content/drive/MyDrive/lab5_data/data/3412.jpg,negative,0.0
180,791,/content/drive/MyDrive/lab5_data/data/791.jpg,positive,1.0
181,3360,/content/drive/MyDrive/lab5_data/data/3360.jpg,negative,0.0
182,949,/content/drive/MyDrive/lab5_data/data/949.jpg,positive,1.0
183,3374,/content/drive/MyDrive/lab5_data/data/3374.jpg,,
184,1563,/content/drive/MyDrive/lab5_data/data/1563.jpg,positive,1.0
185,1577,/content/drive/MyDrive/lab5_data/data/1577.jpg,negative,0.0
186,785,/content/drive/MyDrive/lab5_data/data/785.jpg,positive,1.0
187,4369,/content/drive/MyDrive/lab5_data/data/4369.jpg,,
188,3406,/content/drive/MyDrive/lab5_data/data/3406.jpg,neutral,2.0
189,5077,/content/drive/MyDrive/lab5_data/data/5077.jpg,negative,0.0
190,2718,/content/drive/MyDrive/lab5_data/data/2718.jpg,negative,0.0
191,4341,/content/drive/MyDrive/lab5_data/data/4341.jpg,positive,1.0
192,1211,/content/drive/MyDrive/lab5_data/data/1211.jpg,positive,1.0
193,1239,/content/drive/MyDrive/lab5_data/data/1239.jpg,positive,1.0
194,975,/content/drive/MyDrive/lab5_data/data/975.jpg,positive,1.0
195,3348,/content/drive/MyDrive/lab5_data/data/3348.jpg,,
196,2730,/content/drive/MyDrive/lab5_data/data/2730.jpg,neutral,2.0
197,2056,/content/drive/MyDrive/lab5_data/data/2056.jpg,neutral,2.0
198,2042,/content/drive/MyDrive/lab5_data/data/2042.jpg,positive,1.0
199,2724,/content/drive/MyDrive/lab5_data/data/2724.jpg,neutral,2.0
200,4427,/content/drive/MyDrive/lab5_data/data/4427.jpg,negative,0.0
201,4355,/content/drive/MyDrive/lab5_data/data/4355.jpg,negative,0.0
202,4433,/content/drive/MyDrive/lab5_data/data/4433.jpg,negative,0.0
203,961,/content/drive/MyDrive/lab5_data/data/961.jpg,,
204,236,/content/drive/MyDrive/lab5_data/data/236.jpg,,
205,3413,/content/drive/MyDrive/lab5_data/data/3413.jpg,negative,0.0
206,1562,/content/drive/MyDrive/lab5_data/data/1562.jpg,positive,1.0
207,3375,/content/drive/MyDrive/lab5_data/data/3375.jpg,neutral,2.0
208,2080,/content/drive/MyDrive/lab5_data/data/2080.jpg,positive,1.0
209,4397,/content/drive/MyDrive/lab5_data/data/4397.jpg,,
210,1589,/content/drive/MyDrive/lab5_data/data/1589.jpg,negative,0.0
211,5089,/content/drive/MyDrive/lab5_data/data/5089.jpg,negative,0.0
212,4383,/content/drive/MyDrive/lab5_data/data/4383.jpg,negative,0.0
213,2094,/content/drive/MyDrive/lab5_data/data/2094.jpg,,
214,747,/content/drive/MyDrive/lab5_data/data/747.jpg,positive,1.0
215,2916,/content/drive/MyDrive/lab5_data/data/2916.jpg,neutral,2.0
216,753,/content/drive/MyDrive/lab5_data/data/753.jpg,neutral,2.0
217,2902,/content/drive/MyDrive/lab5_data/data/2902.jpg,positive,1.0
218,2917,/content/drive/MyDrive/lab5_data/data/2917.jpg,neutral,2.0
219,2903,/content/drive/MyDrive/lab5_data/data/2903.jpg,neutral,2.0
220,752,/content/drive/MyDrive/lab5_data/data/752.jpg,neutral,2.0
221,746,/content/drive/MyDrive/lab5_data/data/746.jpg,positive,1.0
222,4382,/content/drive/MyDrive/lab5_data/data/4382.jpg,positive,1.0
223,2081,/content/drive/MyDrive/lab5_data/data/2081.jpg,positive,1.0
224,2095,/content/drive/MyDrive/lab5_data/data/2095.jpg,neutral,2.0
225,4181,/content/drive/MyDrive/lab5_data/data/4181.jpg,positive,1.0
226,4817,/content/drive/MyDrive/lab5_data/data/4817.jpg,positive,1.0
227,223,/content/drive/MyDrive/lab5_data/data/223.jpg,positive,1.0
228,551,/content/drive/MyDrive/lab5_data/data/551.jpg,negative,0.0
229,237,/content/drive/MyDrive/lab5_data/data/237.jpg,positive,1.0
230,545,/content/drive/MyDrive/lab5_data/data/545.jpg,positive,1.0
231,4803,/content/drive/MyDrive/lab5_data/data/4803.jpg,positive,1.0
232,2043,/content/drive/MyDrive/lab5_data/data/2043.jpg,positive,1.0
233,960,/content/drive/MyDrive/lab5_data/data/960.jpg,,
234,4432,/content/drive/MyDrive/lab5_data/data/4432.jpg,positive,1.0
235,2725,/content/drive/MyDrive/lab5_data/data/2725.jpg,neutral,2.0
236,2731,/content/drive/MyDrive/lab5_data/data/2731.jpg,neutral,2.0
237,4354,/content/drive/MyDrive/lab5_data/data/4354.jpg,,
238,974,/content/drive/MyDrive/lab5_data/data/974.jpg,positive,1.0
239,4340,/content/drive/MyDrive/lab5_data/data/4340.jpg,positive,1.0
240,3349,/content/drive/MyDrive/lab5_data/data/3349.jpg,positive,1.0
241,4426,/content/drive/MyDrive/lab5_data/data/4426.jpg,positive,1.0
242,2057,/content/drive/MyDrive/lab5_data/data/2057.jpg,negative,0.0
243,3361,/content/drive/MyDrive/lab5_data/data/3361.jpg,positive,1.0
244,1576,/content/drive/MyDrive/lab5_data/data/1576.jpg,,
245,1238,/content/drive/MyDrive/lab5_data/data/1238.jpg,neutral,2.0
246,2719,/content/drive/MyDrive/lab5_data/data/2719.jpg,positive,1.0
247,5076,/content/drive/MyDrive/lab5_data/data/5076.jpg,negative,0.0
248,3407,/content/drive/MyDrive/lab5_data/data/3407.jpg,,
249,1210,/content/drive/MyDrive/lab5_data/data/1210.jpg,positive,1.0
250,4368,/content/drive/MyDrive/lab5_data/data/4368.jpg,negative,0.0
251,784,/content/drive/MyDrive/lab5_data/data/784.jpg,negative,0.0
252,948,/content/drive/MyDrive/lab5_data/data/948.jpg,,
253,1204,/content/drive/MyDrive/lab5_data/data/1204.jpg,negative,0.0
254,5062,/content/drive/MyDrive/lab5_data/data/5062.jpg,negative,0.0
255,790,/content/drive/MyDrive/lab5_data/data/790.jpg,positive,1.0
256,4624,/content/drive/MyDrive/lab5_data/data/4624.jpg,negative,0.0
257,4630,/content/drive/MyDrive/lab5_data/data/4630.jpg,neutral,2.0
258,1748,/content/drive/MyDrive/lab5_data/data/1748.jpg,positive,1.0
259,4142,/content/drive/MyDrive/lab5_data/data/4142.jpg,neutral,2.0
260,1984,/content/drive/MyDrive/lab5_data/data/1984.jpg,positive,1.0
261,586,/content/drive/MyDrive/lab5_data/data/586.jpg,neutral,2.0
262,2533,/content/drive/MyDrive/lab5_data/data/2533.jpg,positive,1.0
263,3605,/content/drive/MyDrive/lab5_data/data/3605.jpg,neutral,2.0
264,1012,/content/drive/MyDrive/lab5_data/data/1012.jpg,neutral,2.0
265,3163,/content/drive/MyDrive/lab5_data/data/3163.jpg,neutral,2.0
266,1774,/content/drive/MyDrive/lab5_data/data/1774.jpg,negative,0.0
267,1760,/content/drive/MyDrive/lab5_data/data/1760.jpg,positive,1.0
268,3177,/content/drive/MyDrive/lab5_data/data/3177.jpg,positive,1.0
269,4618,/content/drive/MyDrive/lab5_data/data/4618.jpg,positive,1.0
270,3611,/content/drive/MyDrive/lab5_data/data/3611.jpg,positive,1.0
271,592,/content/drive/MyDrive/lab5_data/data/592.jpg,positive,1.0
272,1006,/content/drive/MyDrive/lab5_data/data/1006.jpg,positive,1.0
273,3822,/content/drive/MyDrive/lab5_data/data/3822.jpg,positive,1.0
274,579,/content/drive/MyDrive/lab5_data/data/579.jpg,positive,1.0
275,4195,/content/drive/MyDrive/lab5_data/data/4195.jpg,negative,0.0
276,1953,/content/drive/MyDrive/lab5_data/data/1953.jpg,positive,1.0
277,1947,/content/drive/MyDrive/lab5_data/data/1947.jpg,negative,0.0
278,3836,/content/drive/MyDrive/lab5_data/data/3836.jpg,positive,1.0
279,3188,/content/drive/MyDrive/lab5_data/data/3188.jpg,positive,1.0
280,3771,/content/drive/MyDrive/lab5_data/data/3771.jpg,negative,0.0
281,4778,/content/drive/MyDrive/lab5_data/data/4778.jpg,positive,1.0
282,3017,/content/drive/MyDrive/lab5_data/data/3017.jpg,neutral,2.0
283,394,/content/drive/MyDrive/lab5_data/data/394.jpg,positive,1.0
284,1614,/content/drive/MyDrive/lab5_data/data/1614.jpg,positive,1.0
285,1600,/content/drive/MyDrive/lab5_data/data/1600.jpg,,
286,380,/content/drive/MyDrive/lab5_data/data/380.jpg,,
287,3003,/content/drive/MyDrive/lab5_data/data/3003.jpg,,
288,3765,/content/drive/MyDrive/lab5_data/data/3765.jpg,,
289,1172,/content/drive/MyDrive/lab5_data/data/1172.jpg,positive,1.0
290,1827,/content/drive/MyDrive/lab5_data/data/1827.jpg,positive,1.0
291,3956,/content/drive/MyDrive/lab5_data/data/3956.jpg,negative,0.0
292,2490,/content/drive/MyDrive/lab5_data/data/2490.jpg,positive,1.0
293,1199,/content/drive/MyDrive/lab5_data/data/1199.jpg,,
294,4787,/content/drive/MyDrive/lab5_data/data/4787.jpg,positive,1.0
295,1833,/content/drive/MyDrive/lab5_data/data/1833.jpg,positive,1.0
296,4793,/content/drive/MyDrive/lab5_data/data/4793.jpg,positive,1.0
297,419,/content/drive/MyDrive/lab5_data/data/419.jpg,positive,1.0
298,3942,/content/drive/MyDrive/lab5_data/data/3942.jpg,negative,0.0
299,357,/content/drive/MyDrive/lab5_data/data/357.jpg,positive,1.0
300,431,/content/drive/MyDrive/lab5_data/data/431.jpg,positive,1.0
301,425,/content/drive/MyDrive/lab5_data/data/425.jpg,negative,0.0
302,4963,/content/drive/MyDrive/lab5_data/data/4963.jpg,positive,1.0
303,4977,/content/drive/MyDrive/lab5_data/data/4977.jpg,negative,0.0
304,343,/content/drive/MyDrive/lab5_data/data/343.jpg,positive,1.0
305,3639,/content/drive/MyDrive/lab5_data/data/3639.jpg,positive,1.0
306,4156,/content/drive/MyDrive/lab5_data/data/4156.jpg,negative,0.0
307,2527,/content/drive/MyDrive/lab5_data/data/2527.jpg,,
308,1990,/content/drive/MyDrive/lab5_data/data/1990.jpg,,
309,2692,/content/drive/MyDrive/lab5_data/data/2692.jpg,negative,0.0
310,2686,/content/drive/MyDrive/lab5_data/data/2686.jpg,positive,1.0
311,4591,/content/drive/MyDrive/lab5_data/data/4591.jpg,positive,1.0
312,155,/content/drive/MyDrive/lab5_data/data/155.jpg,neutral,2.0
313,2862,/content/drive/MyDrive/lab5_data/data/2862.jpg,neutral,2.0
314,141,/content/drive/MyDrive/lab5_data/data/141.jpg,positive,1.0
315,633,/content/drive/MyDrive/lab5_data/data/633.jpg,negative,0.0
316,627,/content/drive/MyDrive/lab5_data/data/627.jpg,neutral,2.0
317,2453,/content/drive/MyDrive/lab5_data/data/2453.jpg,neutral,2.0
318,4022,/content/drive/MyDrive/lab5_data/data/4022.jpg,,
319,3995,/content/drive/MyDrive/lab5_data/data/3995.jpg,positive,1.0
320,4744,/content/drive/MyDrive/lab5_data/data/4744.jpg,positive,1.0
321,4750,/content/drive/MyDrive/lab5_data/data/4750.jpg,neutral,2.0
322,2335,/content/drive/MyDrive/lab5_data/data/2335.jpg,negative,0.0
323,4988,/content/drive/MyDrive/lab5_data/data/4988.jpg,positive,1.0
324,2321,/content/drive/MyDrive/lab5_data/data/2321.jpg,positive,1.0
325,3981,/content/drive/MyDrive/lab5_data/data/3981.jpg,negative,0.0
326,1628,/content/drive/MyDrive/lab5_data/data/1628.jpg,positive,1.0
327,4036,/content/drive/MyDrive/lab5_data/data/4036.jpg,,
328,2447,/content/drive/MyDrive/lab5_data/data/2447.jpg,neutral,2.0
329,3759,/content/drive/MyDrive/lab5_data/data/3759.jpg,positive,1.0
330,1166,/content/drive/MyDrive/lab5_data/data/1166.jpg,positive,1.0
331,1358,/content/drive/MyDrive/lab5_data/data/1358.jpg,positive,1.0
332,54,/content/drive/MyDrive/lab5_data/data/54.jpg,positive,1.0
333,6,/content/drive/MyDrive/lab5_data/data/6.jpg,positive,1.0
334,2651,/content/drive/MyDrive/lab5_data/data/2651.jpg,negative,0.0
335,4546,/content/drive/MyDrive/lab5_data/data/4546.jpg,positive,1.0
336,4220,/content/drive/MyDrive/lab5_data/data/4220.jpg,positive,1.0
337,4234,/content/drive/MyDrive/lab5_data/data/4234.jpg,positive,1.0
338,40,/content/drive/MyDrive/lab5_data/data/40.jpg,positive,1.0
339,814,/content/drive/MyDrive/lab5_data/data/814.jpg,positive,1.0
340,2123,/content/drive/MyDrive/lab5_data/data/2123.jpg,,
341,800,/content/drive/MyDrive/lab5_data/data/800.jpg,positive,1.0
342,2645,/content/drive/MyDrive/lab5_data/data/2645.jpg,negative,0.0
343,196,/content/drive/MyDrive/lab5_data/data/196.jpg,negative,0.0
344,4552,/content/drive/MyDrive/lab5_data/data/4552.jpg,,
345,1402,/content/drive/MyDrive/lab5_data/data/1402.jpg,negative,0.0
346,3215,/content/drive/MyDrive/lab5_data/data/3215.jpg,positive,1.0
347,3573,/content/drive/MyDrive/lab5_data/data/3573.jpg,positive,1.0
348,5102,/content/drive/MyDrive/lab5_data/data/5102.jpg,positive,1.0
349,828,/content/drive/MyDrive/lab5_data/data/828.jpg,neutral,2.0
350,1364,/content/drive/MyDrive/lab5_data/data/1364.jpg,,
351,68,/content/drive/MyDrive/lab5_data/data/68.jpg,positive,1.0
352,1370,/content/drive/MyDrive/lab5_data/data/1370.jpg,positive,1.0
353,2679,/content/drive/MyDrive/lab5_data/data/2679.jpg,,
354,4208,/content/drive/MyDrive/lab5_data/data/4208.jpg,positive,1.0
355,5116,/content/drive/MyDrive/lab5_data/data/5116.jpg,negative,0.0
356,182,/content/drive/MyDrive/lab5_data/data/182.jpg,positive,1.0
357,1416,/content/drive/MyDrive/lab5_data/data/1416.jpg,positive,1.0
358,3201,/content/drive/MyDrive/lab5_data/data/3201.jpg,positive,1.0
359,3567,/content/drive/MyDrive/lab5_data/data/3567.jpg,,
360,169,/content/drive/MyDrive/lab5_data/data/169.jpg,negative,0.0
361,4585,/content/drive/MyDrive/lab5_data/data/4585.jpg,negative,0.0
362,3598,/content/drive/MyDrive/lab5_data/data/3598.jpg,positive,1.0
363,97,/content/drive/MyDrive/lab5_data/data/97.jpg,negative,0.0
364,83,/content/drive/MyDrive/lab5_data/data/83.jpg,positive,1.0
365,3239,/content/drive/MyDrive/lab5_data/data/3239.jpg,,
366,44,/content/drive/MyDrive/lab5_data/data/44.jpg,positive,1.0
367,2127,/content/drive/MyDrive/lab5_data/data/2127.jpg,,
368,804,/content/drive/MyDrive/lab5_data/data/804.jpg,positive,1.0
