,file_number,text_content,img,emotion,label
55,5062,"RT lovinRik He rattled his maracas close to meeeeeeee Richie RikMayall httptcoEwJkzAWFx
",/content/drive/MyDrive/lab5_data/data2/5062.jpg,negative,0
56,5079,"httptcoeqjPlUt httptcoduB
",/content/drive/MyDrive/lab5_data/data2/5079.jpg,positive,1
57,5052,"Ginkgo Petrified Forest State Park USA httpstcomprOzYlwb httptcoecUguRvUQ
",/content/drive/MyDrive/lab5_data/data2/5052.jpg,positive,1
58,5056,"God helps the POWERLESS one day at a time x  httptcovHuIrPb
",/content/drive/MyDrive/lab5_data/data2/5056.jpg,positive,1
59,5078,"httptcopSjhaf http
",/content/drive/MyDrive/lab5_data/data2/5078.jpg,negative,0
60,5068,"Brazzers Exclusive Reeling from the mysterious disappearance of their dear httptcodBOKDG VIDEO httptcogPWmncZ
",/content/drive/MyDrive/lab5_data/data2/5068.jpg,negative,0
61,5054," Hes watching and hes proud YearWithOutGrandpaGrande htt
",/content/drive/MyDrive/lab5_data/data2/5054.jpg,positive,1
62,5042,"RT bestpmorepics httptcoNbJLGlKb
",/content/drive/MyDrive/lab5_data/data2/5042.jpg,positive,1
63,5049,"By leenmachinecalligraphy The free calligraphy chat I scheduled is today at pm Eastern Although Im petrified I httptcoBjzBlgAS
",/content/drive/MyDrive/lab5_data/data2/5049.jpg,negative,0
64,5055,"Bernie httptcogmcnnEMdy
",/content/drive/MyDrive/lab5_data/data2/5055.jpg,negative,0
65,5104,"RT crimsonhouseboo Hell hath no fury like a book lover scorned  Pearls Before Swine httptconGRMxjS httptcompVtXN
",/content/drive/MyDrive/lab5_data/data2/5104.jpg,positive,1
66,5090,"RT jaketwentyfive KidsTodayWillNeverKnow that this baby ruined Zoey  httptcogQNrGpkyk
",/content/drive/MyDrive/lab5_data/data2/5090.jpg,positive,1
67,5117,"The Exclusive  Pictures of Dead Sea Monsters That Shook httptcohNSjbSwmO httptcozZtbLeCnV
",/content/drive/MyDrive/lab5_data/data2/5117.jpg,negative,0
68,5099,"RT theScoreFC Messi scorned by Gabonese political party for zoo attire lack of respect httptcoeCJYxWPaB httptcotKYgWmX
",/content/drive/MyDrive/lab5_data/data2/5099.jpg,positive,1
69,5100,"The Scorned Help Check out posters featuring Van Vicker Jide Kosoko M httptcotuMvcJqE httptcoDuntYI
",/content/drive/MyDrive/lab5_data/data2/5100.jpg,positive,1
70,5095,"  FanArmyFaceOff Directioners httpt
",/content/drive/MyDrive/lab5_data/data2/5095.jpg,positive,1
71,5106,"Job hunting and starting to feel envious of your friends Heres how to deal httptcoemsitxtf httptcoSnEtGqxXc
",/content/drive/MyDrive/lab5_data/data2/5106.jpg,negative,0
72,5109,"Man Got FatShamed Online Heres How One Girl Responded httptcoMuabzQHISd httptcoFuyEWTTB
",/content/drive/MyDrive/lab5_data/data2/5109.jpg,positive,1
73,5085,"httptcopekpLldqN httpt
",/content/drive/MyDrive/lab5_data/data2/5085.jpg,positive,1
74,5110,"RT IAStartingLine In  dog whistles bigotry and stereotyping isnt being shamed Its outright encouraged httptcoruZCoSzj htt
",/content/drive/MyDrive/lab5_data/data2/5110.jpg,negative,0
75,5102,"HELL HATH NO FURY LIKE A BOOK LOVER SCORNED  MetroUK stephanpastis  LoveReading httptcoQFaHehLBk
",/content/drive/MyDrive/lab5_data/data2/5102.jpg,positive,1
76,5116,"RT tipsfunnyfunny Woman Announces Pregnancy On Facebook But Her Lover Shocked EveryonehttptcoycFHFTPF httptcoEqrEXgT
",/content/drive/MyDrive/lab5_data/data2/5116.jpg,negative,0
77,5088,"httptcootwDatDsM httptcotdxTtYn
",/content/drive/MyDrive/lab5_data/data2/5088.jpg,positive,1
78,5089,"RT LindaBauld This is poor taste TCBMJ MaloneRuth Any approach people choose to stop smoking should be supported not ridiculed http
",/content/drive/MyDrive/lab5_data/data2/5089.jpg,negative,0
79,5094,"RT EmoTheRive I may turn to punk rock but Im still a Directioner And Harry YOU RUINED OUR FANGIRL LIVES  HarryAppreciationDay http
",/content/drive/MyDrive/lab5_data/data2/5094.jpg,negative,0
80,5123,"Yeh Hai Mohabbatein Raman and Ishita to be shunned out by the Bhallas httptcoSBersba httptcogSYTDaLU
",/content/drive/MyDrive/lab5_data/data2/5123.jpg,negative,0
81,5119,"RT Gothamist ExHasid Who Jumped Off Roof Receives Traditional Orthodox Funeral From Family Who Shunned Her httptcobIrYlTCsJ http
",/content/drive/MyDrive/lab5_data/data2/5119.jpg,positive,1
82,5114,"Man Finds an Old Picture of His Girlfriend and is Shocked httptcoFXHSLEOg httptcoyAZLwkxV
",/content/drive/MyDrive/lab5_data/data2/5114.jpg,positive,1
83,5093,"  FanArmyFaceOff Directioners httpt
",/content/drive/MyDrive/lab5_data/data2/5093.jpg,positive,1
84,5122,"RT Brittin Lyricoldrap BridgetteWest PWANK at Wendys She asked for my order and then shunned me lol httptcoWkbImtb
",/content/drive/MyDrive/lab5_data/data2/5122.jpg,positive,1
85,5118,"Independent I assume he shared that with her as he shook her hand and curtsied Hypocrite httptcobNagcHaFS
",/content/drive/MyDrive/lab5_data/data2/5118.jpg,positive,1
86,5086,"RT nekoghouI this is so so SO fuckin heartbreaking how some people wont even feel remorse by looking at this picture amazes me http
",/content/drive/MyDrive/lab5_data/data2/5086.jpg,negative,0
87,5120,"Parents shunned jumper for leaving Hasidic Judaism httptcoMHWJTQRlNP via nypost httptcoGAcoaRBBdU
",/content/drive/MyDrive/lab5_data/data2/5120.jpg,positive,1
88,5105,"RT SyrianperNews JISR ALSHUGHOOR SYRIAN ARMY INVADES RATS SEETHING AND RABID AS AIR FORCE ROASTSTHEM httptcoQcsWYgBB httpt
",/content/drive/MyDrive/lab5_data/data2/5105.jpg,negative,0
89,5121,"The Polizia di Stato and Carabinieri have shunned Italian marques by placing an order for  Seat Leon patrol cars httptcoTIBlTwGQVI
",/content/drive/MyDrive/lab5_data/data2/5121.jpg,positive,1
90,5087,"RT bilderberg Japanse PM Shinzo Abe ridiculed as  rawmeat prime minister shinzoabe Japan httptcoalmFhANGii
",/content/drive/MyDrive/lab5_data/data2/5087.jpg,negative,0
91,5112,"RT learnstweet Mom Expected Normal Twins But When the Doctors See This Shes SHOCKEDhttptcoTdvJnKgYj httptconkQMOGxMQ
",/content/drive/MyDrive/lab5_data/data2/5112.jpg,negative,0
92,5113,"httptcoKgxhCE httptco
",/content/drive/MyDrive/lab5_data/data2/5113.jpg,negative,0
93,5096,"Okay httptcoNHupBoo
",/content/drive/MyDrive/lab5_data/data2/5096.jpg,negative,0
94,5084,"RT jhanee nooremorse All my bitches love me cant get em off me  cutebri jhanee httptcosbQKrOpYomariahblueee 
",/content/drive/MyDrive/lab5_data/data2/5084.jpg,positive,1
95,5103,"RT JasperIslington Hell hath no fury like a Corgi scorned httptcoBwxshSA
",/content/drive/MyDrive/lab5_data/data2/5103.jpg,positive,1
96,5091,"TeenChoice ChoiceInternationalArtist SOS h
",/content/drive/MyDrive/lab5_data/data2/5091.jpg,positive,1
97,5124,"httptcoVlnHvfkx httptcoIaXLRzyR
",/content/drive/MyDrive/lab5_data/data2/5124.jpg,negative,0
98,5125,"httptcoYZrSmqKB httptcoL
",/content/drive/MyDrive/lab5_data/data2/5125.jpg,positive,1
99,5129,"RT khununeos khun was literally me whenever I gotta see junhos sinful butt lol crtto httptcoyIvvUTRYT
",/content/drive/MyDrive/lab5_data/data2/5129.jpg,positive,1
100,5128,"RT MUBMI TWO MORE DAYS to submit your apps mizzou httptcoaqhTljfgIG httptcocftTbokb
",/content/drive/MyDrive/lab5_data/data2/5128.jpg,positive,1
101,5126,"YES sinful food freefrom glutenfree sugarfree httptcopHpOXqk
",/content/drive/MyDrive/lab5_data/data2/5126.jpg,positive,1
102,4033,"Wednesdays laugh brought you by the Daily Mail New memes of dog protecting cat during storm httptcoJFkiZHFLr httptcojXMwnHb
",/content/drive/MyDrive/lab5_data/data2/4033.jpg,positive,1
103,4015,"FatherAndSonTime httptcoaqjwQvA
",/content/drive/MyDrive/lab5_data/data2/4015.jpg,positive,1
104,4021,"Me when Im adoring myself be like httptcojeePojc
",/content/drive/MyDrive/lab5_data/data2/4021.jpg,positive,1
105,4013,"AdvilSweepstakes DIYrelief this is a shed foundation in need of TLC My mind is willing but my muscles are aching httptcorvqGbnrr
",/content/drive/MyDrive/lab5_data/data2/4013.jpg,negative,0
106,4018,"Im not judging you but you screamed louder for yourselves than you did for us HES SO ADORING httptcoPkwcenfUbe
",/content/drive/MyDrive/lab5_data/data2/4018.jpg,positive,1
107,4023,"RT wlynnnich EarthPicsHD Doubtful Sounds New Zealand httptcoxBLaUtvcHmirrored beauty  all aglow
",/content/drive/MyDrive/lab5_data/data2/4023.jpg,positive,1
108,4011,"httptcoXHOCuWy  yyj relationship love junieswadron http
",/content/drive/MyDrive/lab5_data/data2/4011.jpg,positive,1
109,4025,"My paintings in the window aglow at night at Miami Art League  httptcoCZsoSEHHI
",/content/drive/MyDrive/lab5_data/data2/4025.jpg,positive,1
110,4027,"Our facial treatments will leave your skin smooth flawless and aglow silkysoft toned healthy skincare httptcoFDvNZOEPcY
",/content/drive/MyDrive/lab5_data/data2/4027.jpg,positive,1
111,4028," httptcowpbcovKs
",/content/drive/MyDrive/lab5_data/data2/4028.jpg,positive,1
112,4031,"New artwork for sale  Cardinal Crest Aglow  Digital Art  httptcoKyUSyVarf fineartamerica httptcotPVmoYHzG
",/content/drive/MyDrive/lab5_data/data2/4031.jpg,positive,1
113,4008,"Abashed detail httptcoLJLcKyEqj
",/content/drive/MyDrive/lab5_data/data2/4008.jpg,negative,0
114,4029,"A sneak peek of the Best Wishes cover shoot Our pregnant cover gal is all aglow in this thymematernity wardrobe httptconJVefZin
",/content/drive/MyDrive/lab5_data/data2/4029.jpg,positive,1
115,4014,"RT eonline Sarah Michelle Gellar pays touching tribute to her TV dad Robin Williams on his birthday httptcoCeESRQkcm httptcoo
",/content/drive/MyDrive/lab5_data/data2/4014.jpg,positive,1
116,4020," free  but a follow would b nice httptcoQDnkmkPWC
",/content/drive/MyDrive/lab5_data/data2/4020.jpg,positive,1
117,4012,"Thank u for your understanding heart and shining smileI want to kiss the aching everywhere GetWellSoonMinho httptcoLdCFdTXI
",/content/drive/MyDrive/lab5_data/data2/4012.jpg,positive,1
118,4019,"I think hes drunk  httptcodJLcBjkb
",/content/drive/MyDrive/lab5_data/data2/4019.jpg,negative,0
119,4024,"Writing powered by Kale saladIll take it grateful that I was able to write something coherent httptcoFTlgux
",/content/drive/MyDrive/lab5_data/data2/4024.jpg,positive,1
120,4016,"Me on tour Performing in front of all of my adoring fans httptcoAPhnWAKnRB
",/content/drive/MyDrive/lab5_data/data2/4016.jpg,positive,1
121,4017,"kathannase anything for my adoring fans httptcoVBIyaOwo
",/content/drive/MyDrive/lab5_data/data2/4017.jpg,positive,1
122,4026," All aglow  pipedreams weedporn mothernature goodtimes mmj cannabliss dubyapp dubyapproved  httptcoZlgnEDCZ
",/content/drive/MyDrive/lab5_data/data2/4026.jpg,positive,1
123,4050,"RT NYsharemate              httptcodnLuUxePv
",/content/drive/MyDrive/lab5_data/data2/4050.jpg,negative,0
124,4071,"RT CaitySult Black boyfriend handcuffed white child beat him  death over cake blackviolence httptcotzraka httptcoKMWYUg
",/content/drive/MyDrive/lab5_data/data2/4071.jpg,negative,0
125,4048,"I am appalled RT tlalane Benzema httptcoyJJFZmyG
",/content/drive/MyDrive/lab5_data/data2/4048.jpg,negative,0
126,4073,"Shame httptcouDOt
",/content/drive/MyDrive/lab5_data/data2/4073.jpg,negative,0
127,4066,"Daily Mirror Drunk man is beaten and tied up by fellow plane   httptcoBxaoQaoml NewsInTweets httptcoKVdGkYLjV
",/content/drive/MyDrive/lab5_data/data2/4066.jpg,negative,0
128,4059,"This bus is barren I hit the jackpot httptcojPhyYmMA
",/content/drive/MyDrive/lab5_data/data2/4059.jpg,negative,0
129,4057,"Barren Woman Arrested For Kidnapping  Year Old Boy   httptcoFQgAnrte httptcontVfECQcs
",/content/drive/MyDrive/lab5_data/data2/4057.jpg,negative,0
130,4041,"RT Napoleonlegal thisisneil is the pastor the worlds largest Christian church  And YOU wonder why your children are alienated httpt
",/content/drive/MyDrive/lab5_data/data2/4041.jpg,positive,1
131,4075,"Befuddled pup why is there a human hand inside my mouth httptcoqbQkFWxrk
",/content/drive/MyDrive/lab5_data/data2/4075.jpg,positive,1
132,4051,"RT ag      httptcoOEmCHGqSHh
",/content/drive/MyDrive/lab5_data/data2/4051.jpg,positive,1
133,4072,"httptcorBVFECsNr GrowingUpWithGlasses TeenWolf httptcoKYhkbFLGNQ
",/content/drive/MyDrive/lab5_data/data2/4072.jpg,positive,1
134,4070,"RT hayaatassi Syrian boy beaten by restaurant manager in zmir for trying to sell tissues to the patrons Turkey DailySabah httpt
",/content/drive/MyDrive/lab5_data/data2/4070.jpg,negative,0
135,4045,"Anger Jully The Sun http
",/content/drive/MyDrive/lab5_data/data2/4045.jpg,positive,1
136,4060,"httptcoTZpPcL earthquake CiaoJules httptcoWHgimGnQyV
",/content/drive/MyDrive/lab5_data/data2/4060.jpg,positive,1
137,4043,"RT ohkinuko 夦Ⱥr⤺ httptcoYlFJnbZbC
",/content/drive/MyDrive/lab5_data/data2/4043.jpg,positive,1
138,4054,"RT nolongerdog Rt                         http
",/content/drive/MyDrive/lab5_data/data2/4054.jpg,positive,1
139,4068,"RT WEARKDaniel am and shes already beaten JohnCena  When does school start StopTheViolence  WWEArmstrong httptcoPSvuIERV
",/content/drive/MyDrive/lab5_data/data2/4068.jpg,positive,1
140,4053,"Maxxis Ardent LUSTUST Tires  in httptcolUszEEpLu httptcojlQbsvANXq
",/content/drive/MyDrive/lab5_data/data2/4053.jpg,neutral,2
141,4047,"DefundPP PJNET http
",/content/drive/MyDrive/lab5_data/data2/4047.jpg,neutral,2
142,4056,"httptcozJvjzsP httptcoUkbdPuNdr
",/content/drive/MyDrive/lab5_data/data2/4056.jpg,negative,0
143,4035,"RT bigthink With all the recent press surrounding the big one why arent we more alarmed httptcoFhlBdHqR via dropeik httpt
",/content/drive/MyDrive/lab5_data/data2/4035.jpg,negative,0
144,4063,"httptcoXCzqdMlhSh SandraBland httptcoEPmpizlAKi
",/content/drive/MyDrive/lab5_data/data2/4063.jpg,negative,0
145,4039,"LGBT LGBT Catholics alienated by Church gay priest says in letter to Pope httptcocRJxLQT tomandroyd httptcoleihXUDupd
",/content/drive/MyDrive/lab5_data/data2/4039.jpg,positive,1
146,4069,"jfb httptcoyoHzSNihXJ
",/content/drive/MyDrive/lab5_data/data2/4069.jpg,positive,1
147,4055,"httptcokliMgTdaC India httptcoTAPzNiRPH
",/content/drive/MyDrive/lab5_data/data2/4055.jpg,positive,1
148,4067,"RT clschneider Heroes arent born Theyre beaten betrayed tortured enslaved fantasy IFNRTG httptcoYZezErl httptcoG
",/content/drive/MyDrive/lab5_data/data2/4067.jpg,negative,0
149,4042,"RT BeyondScaredVid Yep I wouldve dropped out of the program right then and there This dude is something else  httptcooPJxfchiR
",/content/drive/MyDrive/lab5_data/data2/4042.jpg,positive,1
150,4049,"RT Iamglorymsst La cration attends avec un ardent dsir la manifestation des Fils de Dieu   OINTPOURINFLUENCER le Sport httptco
",/content/drive/MyDrive/lab5_data/data2/4049.jpg,positive,1
151,4044,"RT TiaunnaJne When you peep some bullshit but remember your working on your anger httptcozXaPvfDrca
",/content/drive/MyDrive/lab5_data/data2/4044.jpg,positive,1
152,4034,"Ugandarelief Uganda Ugandanchildren ngos httptcolrqLbQyhn Photo Will Boase irinnews httptcovjBnUIG
",/content/drive/MyDrive/lab5_data/data2/4034.jpg,negative,0
153,4062,"RT JahanzaibFeroze BLF are kind of terrorists who cry loud after been beaten up by someone stronger thn em AwaranBLFTerrorCampBusted ht
",/content/drive/MyDrive/lab5_data/data2/4062.jpg,negative,0
154,4107,"RT NBCNews Black man shot in the head by cop during traffic stop httptcomhhmSXDj httptcovrSgESnO
",/content/drive/MyDrive/lab5_data/data2/4107.jpg,negative,0
155,4090," httptcoIgDVXIU
",/content/drive/MyDrive/lab5_data/data2/4090.jpg,neutral,2
156,4079,"RT tagsashish Bitter reality of VyapamScam so ChouhanShivraj must go sambitswaraj geetv KilaFateh dipakIYC tanveer httpt
",/content/drive/MyDrive/lab5_data/data2/4079.jpg,negative,0
157,4077,"DeAndre Jordan  Ive Got the Cure for Bitter Mavericks Fans VIDEO httptcoHBNopfUUId httptcofSVjrLVu
",/content/drive/MyDrive/lab5_data/data2/4077.jpg,positive,1
158,4108,"Surefire PX Tactical Single Output LED Black Flashlight  PXCBK  Full read by eBay httptcoiFgXjzMVQ httptcoefNPDTH
",/content/drive/MyDrive/lab5_data/data2/4108.jpg,neutral,2
159,4109,"black httptcotmPYplor
",/content/drive/MyDrive/lab5_data/data2/4109.jpg,positive,1
160,4117,"RT fetishpies Tori Black httptcopizqQgCzy
",/content/drive/MyDrive/lab5_data/data2/4117.jpg,positive,1
161,4083,"RT itsGODDY Tiwa Savage is Black So Is Tee Billz Their Child Is White Hmmm DoroBaby Indeed No Strings Attached O Away Tinz http
",/content/drive/MyDrive/lab5_data/data2/4083.jpg,positive,1
162,4092,"Assassins Creed IV Black Flag Sony Playstation   httptcoYKiuFF httptcoHHIMKnGaV
",/content/drive/MyDrive/lab5_data/data2/4092.jpg,neutral,2
163,4116," httptcoOljnUQTaP
",/content/drive/MyDrive/lab5_data/data2/4116.jpg,neutral,2
164,4088,"  httptcoGXppOgJYW
",/content/drive/MyDrive/lab5_data/data2/4088.jpg,neutral,2
165,4080,"The punishment is to drink the very bitter tea YH wants to verify the lvl of bitterness of the tea http
",/content/drive/MyDrive/lab5_data/data2/4080.jpg,neutral,2
166,4091,"Cars Deals HERE  httptcopOpywxZ  pc Set Red Black Auto Car Seat Covers Wheel Cover  Head Rests   httptcoLqNJqnNn
",/content/drive/MyDrive/lab5_data/data2/4091.jpg,neutral,2
167,4095,"New Wired USB Game Pad Controller For Microsoft Xbox  Black Free Shipping  Full read b httptcomcvLfsGPKd httptcoTmxqiEOO
",/content/drive/MyDrive/lab5_data/data2/4095.jpg,neutral,2
