,file_number,img_path,emotion,labels
37,2470,/content/drive/MyDrive/lab5_data/data2/2470.jpg,positive,1.0
38,2464,/content/drive/MyDrive/lab5_data/data2/2464.jpg,negative,0.0
39,4015,/content/drive/MyDrive/lab5_data/data2/4015.jpg,positive,1.0
40,4773,/content/drive/MyDrive/lab5_data/data2/4773.jpg,positive,1.0
41,610,/content/drive/MyDrive/lab5_data/data2/610.jpg,positive,1.0
42,3593,/content/drive/MyDrive/lab5_data/data2/3593.jpg,positive,1.0
43,88,/content/drive/MyDrive/lab5_data/data2/88.jpg,positive,1.0
44,162,/content/drive/MyDrive/lab5_data/data2/162.jpg,positive,1.0
45,1384,/content/drive/MyDrive/lab5_data/data2/1384.jpg,,
46,176,/content/drive/MyDrive/lab5_data/data2/176.jpg,,
47,2855,/content/drive/MyDrive/lab5_data/data2/2855.jpg,positive,1.0
48,3587,/content/drive/MyDrive/lab5_data/data2/3587.jpg,positive,1.0
49,1390,/content/drive/MyDrive/lab5_data/data2/1390.jpg,neutral,2.0
50,2841,/content/drive/MyDrive/lab5_data/data2/2841.jpg,negative,0.0
51,3975,/content/drive/MyDrive/lab5_data/data2/3975.jpg,,
52,1804,/content/drive/MyDrive/lab5_data/data2/1804.jpg,positive,1.0
53,3961,/content/drive/MyDrive/lab5_data/data2/3961.jpg,positive,1.0
54,1810,/content/drive/MyDrive/lab5_data/data2/1810.jpg,positive,1.0
55,4968,/content/drive/MyDrive/lab5_data/data2/4968.jpg,positive,1.0
56,4983,/content/drive/MyDrive/lab5_data/data2/4983.jpg,,
57,3034,/content/drive/MyDrive/lab5_data/data2/3034.jpg,positive,1.0
58,1623,/content/drive/MyDrive/lab5_data/data2/1623.jpg,positive,1.0
59,1145,/content/drive/MyDrive/lab5_data/data2/1145.jpg,positive,1.0
60,4029,/content/drive/MyDrive/lab5_data/data2/4029.jpg,positive,1.0
61,3752,/content/drive/MyDrive/lab5_data/data2/3752.jpg,neutral,2.0
62,2458,/content/drive/MyDrive/lab5_data/data2/2458.jpg,positive,1.0
63,1151,/content/drive/MyDrive/lab5_data/data2/1151.jpg,positive,1.0
64,4997,/content/drive/MyDrive/lab5_data/data2/4997.jpg,positive,1.0
65,3020,/content/drive/MyDrive/lab5_data/data2/3020.jpg,,
66,1637,/content/drive/MyDrive/lab5_data/data2/1637.jpg,positive,1.0
67,2504,/content/drive/MyDrive/lab5_data/data2/2504.jpg,positive,1.0
68,599,/content/drive/MyDrive/lab5_data/data2/599.jpg,,
69,4175,/content/drive/MyDrive/lab5_data/data2/4175.jpg,positive,1.0
70,2510,/content/drive/MyDrive/lab5_data/data2/2510.jpg,positive,1.0
71,1019,/content/drive/MyDrive/lab5_data/data2/1019.jpg,positive,1.0
72,3168,/content/drive/MyDrive/lab5_data/data2/3168.jpg,negative,0.0
73,4161,/content/drive/MyDrive/lab5_data/data2/4161.jpg,negative,0.0
74,4607,/content/drive/MyDrive/lab5_data/data2/4607.jpg,positive,1.0
75,4798,/content/drive/MyDrive/lab5_data/data2/4798.jpg,neutral,2.0
76,4940,/content/drive/MyDrive/lab5_data/data2/4940.jpg,positive,1.0
77,1838,/content/drive/MyDrive/lab5_data/data2/1838.jpg,negative,0.0
78,374,/content/drive/MyDrive/lab5_data/data2/374.jpg,neutral,2.0
79,412,/content/drive/MyDrive/lab5_data/data2/412.jpg,positive,1.0
80,406,/content/drive/MyDrive/lab5_data/data2/406.jpg,positive,1.0
81,3785,/content/drive/MyDrive/lab5_data/data2/3785.jpg,negative,0.0
82,3791,/content/drive/MyDrive/lab5_data/data2/3791.jpg,positive,1.0
83,1186,/content/drive/MyDrive/lab5_data/data2/1186.jpg,positive,1.0
84,360,/content/drive/MyDrive/lab5_data/data2/360.jpg,positive,1.0
85,3949,/content/drive/MyDrive/lab5_data/data2/3949.jpg,negative,0.0
86,1192,/content/drive/MyDrive/lab5_data/data2/1192.jpg,,
87,348,/content/drive/MyDrive/lab5_data/data2/348.jpg,negative,0.0
88,4954,/content/drive/MyDrive/lab5_data/data2/4954.jpg,positive,1.0
89,3815,/content/drive/MyDrive/lab5_data/data2/3815.jpg,positive,1.0
90,3801,/content/drive/MyDrive/lab5_data/data2/3801.jpg,positive,1.0
91,1964,/content/drive/MyDrive/lab5_data/data2/1964.jpg,neutral,2.0
92,228,/content/drive/MyDrive/lab5_data/data2/228.jpg,positive,1.0
93,1757,/content/drive/MyDrive/lab5_data/data2/1757.jpg,positive,1.0
94,3140,/content/drive/MyDrive/lab5_data/data2/3140.jpg,negative,0.0
95,1031,/content/drive/MyDrive/lab5_data/data2/1031.jpg,positive,1.0
96,3626,/content/drive/MyDrive/lab5_data/data2/3626.jpg,positive,1.0
97,2538,/content/drive/MyDrive/lab5_data/data2/2538.jpg,positive,1.0
98,3632,/content/drive/MyDrive/lab5_data/data2/3632.jpg,positive,1.0
99,4149,/content/drive/MyDrive/lab5_data/data2/4149.jpg,positive,1.0
100,1025,/content/drive/MyDrive/lab5_data/data2/1025.jpg,,
101,3154,/content/drive/MyDrive/lab5_data/data2/3154.jpg,positive,1.0
102,4613,/content/drive/MyDrive/lab5_data/data2/4613.jpg,,
103,1743,/content/drive/MyDrive/lab5_data/data2/1743.jpg,positive,1.0
104,3418,/content/drive/MyDrive/lab5_data/data2/3418.jpg,positive,1.0
105,2706,/content/drive/MyDrive/lab5_data/data2/2706.jpg,negative,0.0
106,5069,/content/drive/MyDrive/lab5_data/data2/5069.jpg,positive,1.0
107,2060,/content/drive/MyDrive/lab5_data/data2/2060.jpg,neutral,2.0
108,4411,/content/drive/MyDrive/lab5_data/data2/4411.jpg,positive,1.0
109,1569,/content/drive/MyDrive/lab5_data/data2/1569.jpg,positive,1.0
110,2074,/content/drive/MyDrive/lab5_data/data2/2074.jpg,positive,1.0
111,4363,/content/drive/MyDrive/lab5_data/data2/4363.jpg,,
112,4405,/content/drive/MyDrive/lab5_data/data2/4405.jpg,positive,1.0
113,2712,/content/drive/MyDrive/lab5_data/data2/2712.jpg,negative,0.0
114,566,/content/drive/MyDrive/lab5_data/data2/566.jpg,,
115,572,/content/drive/MyDrive/lab5_data/data2/572.jpg,positive,1.0
116,200,/content/drive/MyDrive/lab5_data/data2/200.jpg,,
117,4834,/content/drive/MyDrive/lab5_data/data2/4834.jpg,negative,0.0
118,1794,/content/drive/MyDrive/lab5_data/data2/1794.jpg,positive,1.0
119,957,/content/drive/MyDrive/lab5_data/data2/957.jpg,negative,0.0
120,3183,/content/drive/MyDrive/lab5_data/data2/3183.jpg,negative,0.0
121,3829,/content/drive/MyDrive/lab5_data/data2/3829.jpg,neutral,2.0
122,1780,/content/drive/MyDrive/lab5_data/data2/1780.jpg,negative,0.0
123,1958,/content/drive/MyDrive/lab5_data/data2/1958.jpg,negative,0.0
124,1970,/content/drive/MyDrive/lab5_data/data2/1970.jpg,positive,1.0
125,3197,/content/drive/MyDrive/lab5_data/data2/3197.jpg,negative,0.0
126,4820,/content/drive/MyDrive/lab5_data/data2/4820.jpg,negative,0.0
127,4808,/content/drive/MyDrive/lab5_data/data2/4808.jpg,positive,1.0
128,214,/content/drive/MyDrive/lab5_data/data2/214.jpg,positive,1.0
129,3424,/content/drive/MyDrive/lab5_data/data2/3424.jpg,,
130,994,/content/drive/MyDrive/lab5_data/data2/994.jpg,neutral,2.0
131,5055,/content/drive/MyDrive/lab5_data/data2/5055.jpg,negative,0.0
132,3356,/content/drive/MyDrive/lab5_data/data2/3356.jpg,negative,0.0
133,3342,/content/drive/MyDrive/lab5_data/data2/3342.jpg,positive,1.0
134,1233,/content/drive/MyDrive/lab5_data/data2/1233.jpg,,
135,1555,/content/drive/MyDrive/lab5_data/data2/1555.jpg,positive,1.0
136,2048,/content/drive/MyDrive/lab5_data/data2/2048.jpg,positive,1.0
137,4439,/content/drive/MyDrive/lab5_data/data2/4439.jpg,positive,1.0
138,1541,/content/drive/MyDrive/lab5_data/data2/1541.jpg,positive,1.0
139,1227,/content/drive/MyDrive/lab5_data/data2/1227.jpg,,
140,5041,/content/drive/MyDrive/lab5_data/data2/5041.jpg,positive,1.0
141,943,/content/drive/MyDrive/lab5_data/data2/943.jpg,negative,0.0
142,3430,/content/drive/MyDrive/lab5_data/data2/3430.jpg,negative,0.0
143,4377,/content/drive/MyDrive/lab5_data/data2/4377.jpg,,
144,3394,/content/drive/MyDrive/lab5_data/data2/3394.jpg,negative,0.0
145,1583,/content/drive/MyDrive/lab5_data/data2/1583.jpg,negative,0.0
146,771,/content/drive/MyDrive/lab5_data/data2/771.jpg,positive,1.0
147,5083,/content/drive/MyDrive/lab5_data/data2/5083.jpg,negative,0.0
148,2934,/content/drive/MyDrive/lab5_data/data2/2934.jpg,positive,1.0
149,2920,/content/drive/MyDrive/lab5_data/data2/2920.jpg,,
150,764,/content/drive/MyDrive/lab5_data/data2/764.jpg,positive,1.0
151,5097,/content/drive/MyDrive/lab5_data/data2/5097.jpg,,
152,1597,/content/drive/MyDrive/lab5_data/data2/1597.jpg,positive,1.0
153,4389,/content/drive/MyDrive/lab5_data/data2/4389.jpg,negative,0.0
154,3380,/content/drive/MyDrive/lab5_data/data2/3380.jpg,neutral,2.0
155,765,/content/drive/MyDrive/lab5_data/data2/765.jpg,positive,1.0
156,4388,/content/drive/MyDrive/lab5_data/data2/4388.jpg,negative,0.0
157,1582,/content/drive/MyDrive/lab5_data/data2/1582.jpg,positive,1.0
158,5096,/content/drive/MyDrive/lab5_data/data2/5096.jpg,negative,0.0
159,3381,/content/drive/MyDrive/lab5_data/data2/3381.jpg,positive,1.0
160,1596,/content/drive/MyDrive/lab5_data/data2/1596.jpg,,
161,5082,/content/drive/MyDrive/lab5_data/data2/5082.jpg,negative,0.0
162,3395,/content/drive/MyDrive/lab5_data/data2/3395.jpg,,
163,980,/content/drive/MyDrive/lab5_data/data2/980.jpg,positive,1.0
164,2935,/content/drive/MyDrive/lab5_data/data2/2935.jpg,neutral,2.0
165,770,/content/drive/MyDrive/lab5_data/data2/770.jpg,positive,1.0
166,758,/content/drive/MyDrive/lab5_data/data2/758.jpg,positive,1.0
167,1568,/content/drive/MyDrive/lab5_data/data2/1568.jpg,positive,1.0
168,942,/content/drive/MyDrive/lab5_data/data2/942.jpg,positive,1.0
169,4410,/content/drive/MyDrive/lab5_data/data2/4410.jpg,,
170,1540,/content/drive/MyDrive/lab5_data/data2/1540.jpg,negative,0.0
171,2061,/content/drive/MyDrive/lab5_data/data2/2061.jpg,positive,1.0
172,4438,/content/drive/MyDrive/lab5_data/data2/4438.jpg,positive,1.0
173,1232,/content/drive/MyDrive/lab5_data/data2/1232.jpg,positive,1.0
174,3357,/content/drive/MyDrive/lab5_data/data2/3357.jpg,positive,1.0
175,3431,/content/drive/MyDrive/lab5_data/data2/3431.jpg,positive,1.0
176,2049,/content/drive/MyDrive/lab5_data/data2/2049.jpg,positive,1.0
177,1226,/content/drive/MyDrive/lab5_data/data2/1226.jpg,,
178,5040,/content/drive/MyDrive/lab5_data/data2/5040.jpg,,
179,5054,/content/drive/MyDrive/lab5_data/data2/5054.jpg,positive,1.0
180,3425,/content/drive/MyDrive/lab5_data/data2/3425.jpg,positive,1.0
181,3343,/content/drive/MyDrive/lab5_data/data2/3343.jpg,positive,1.0
182,1554,/content/drive/MyDrive/lab5_data/data2/1554.jpg,positive,1.0
183,2908,/content/drive/MyDrive/lab5_data/data2/2908.jpg,negative,0.0
184,995,/content/drive/MyDrive/lab5_data/data2/995.jpg,positive,1.0
185,981,/content/drive/MyDrive/lab5_data/data2/981.jpg,positive,1.0
186,759,/content/drive/MyDrive/lab5_data/data2/759.jpg,positive,1.0
187,3800,/content/drive/MyDrive/lab5_data/data2/3800.jpg,negative,0.0
188,3828,/content/drive/MyDrive/lab5_data/data2/3828.jpg,negative,0.0
189,1781,/content/drive/MyDrive/lab5_data/data2/1781.jpg,neutral,2.0
190,3196,/content/drive/MyDrive/lab5_data/data2/3196.jpg,positive,1.0
191,1959,/content/drive/MyDrive/lab5_data/data2/1959.jpg,negative,0.0
192,573,/content/drive/MyDrive/lab5_data/data2/573.jpg,,
193,215,/content/drive/MyDrive/lab5_data/data2/215.jpg,positive,1.0
194,4821,/content/drive/MyDrive/lab5_data/data2/4821.jpg,positive,1.0
195,3182,/content/drive/MyDrive/lab5_data/data2/3182.jpg,positive,1.0
196,1795,/content/drive/MyDrive/lab5_data/data2/1795.jpg,positive,1.0
197,4835,/content/drive/MyDrive/lab5_data/data2/4835.jpg,positive,1.0
198,567,/content/drive/MyDrive/lab5_data/data2/567.jpg,,
199,201,/content/drive/MyDrive/lab5_data/data2/201.jpg,negative,0.0
200,4404,/content/drive/MyDrive/lab5_data/data2/4404.jpg,positive,1.0
201,2075,/content/drive/MyDrive/lab5_data/data2/2075.jpg,negative,0.0
202,956,/content/drive/MyDrive/lab5_data/data2/956.jpg,,
203,4362,/content/drive/MyDrive/lab5_data/data2/4362.jpg,negative,0.0
204,4376,/content/drive/MyDrive/lab5_data/data2/4376.jpg,,
205,5068,/content/drive/MyDrive/lab5_data/data2/5068.jpg,negative,0.0
206,2713,/content/drive/MyDrive/lab5_data/data2/2713.jpg,neutral,2.0
207,2707,/content/drive/MyDrive/lab5_data/data2/2707.jpg,positive,1.0
208,3419,/content/drive/MyDrive/lab5_data/data2/3419.jpg,negative,0.0
209,4174,/content/drive/MyDrive/lab5_data/data2/4174.jpg,positive,1.0
210,2505,/content/drive/MyDrive/lab5_data/data2/2505.jpg,,
211,3633,/content/drive/MyDrive/lab5_data/data2/3633.jpg,positive,1.0
212,1024,/content/drive/MyDrive/lab5_data/data2/1024.jpg,positive,1.0
213,1742,/content/drive/MyDrive/lab5_data/data2/1742.jpg,positive,1.0
214,3155,/content/drive/MyDrive/lab5_data/data2/3155.jpg,negative,0.0
215,1756,/content/drive/MyDrive/lab5_data/data2/1756.jpg,,
216,3141,/content/drive/MyDrive/lab5_data/data2/3141.jpg,negative,0.0
217,3627,/content/drive/MyDrive/lab5_data/data2/3627.jpg,positive,1.0
218,4148,/content/drive/MyDrive/lab5_data/data2/4148.jpg,neutral,2.0
219,3814,/content/drive/MyDrive/lab5_data/data2/3814.jpg,positive,1.0
220,1030,/content/drive/MyDrive/lab5_data/data2/1030.jpg,positive,1.0
221,229,/content/drive/MyDrive/lab5_data/data2/229.jpg,positive,1.0
222,1965,/content/drive/MyDrive/lab5_data/data2/1965.jpg,positive,1.0
223,4809,/content/drive/MyDrive/lab5_data/data2/4809.jpg,positive,1.0
224,1971,/content/drive/MyDrive/lab5_data/data2/1971.jpg,positive,1.0
225,1805,/content/drive/MyDrive/lab5_data/data2/1805.jpg,,
226,349,/content/drive/MyDrive/lab5_data/data2/349.jpg,,
227,3974,/content/drive/MyDrive/lab5_data/data2/3974.jpg,positive,1.0
228,3784,/content/drive/MyDrive/lab5_data/data2/3784.jpg,negative,0.0
229,407,/content/drive/MyDrive/lab5_data/data2/407.jpg,positive,1.0
230,1193,/content/drive/MyDrive/lab5_data/data2/1193.jpg,neutral,2.0
231,1187,/content/drive/MyDrive/lab5_data/data2/1187.jpg,positive,1.0
232,3948,/content/drive/MyDrive/lab5_data/data2/3948.jpg,,
233,1839,/content/drive/MyDrive/lab5_data/data2/1839.jpg,,
234,4955,/content/drive/MyDrive/lab5_data/data2/4955.jpg,positive,1.0
235,4941,/content/drive/MyDrive/lab5_data/data2/4941.jpg,positive,1.0
236,361,/content/drive/MyDrive/lab5_data/data2/361.jpg,negative,0.0
237,4799,/content/drive/MyDrive/lab5_data/data2/4799.jpg,neutral,2.0
238,375,/content/drive/MyDrive/lab5_data/data2/375.jpg,negative,0.0
239,413,/content/drive/MyDrive/lab5_data/data2/413.jpg,,
240,3790,/content/drive/MyDrive/lab5_data/data2/3790.jpg,positive,1.0
241,4160,/content/drive/MyDrive/lab5_data/data2/4160.jpg,negative,0.0
242,1018,/content/drive/MyDrive/lab5_data/data2/1018.jpg,positive,1.0
243,3169,/content/drive/MyDrive/lab5_data/data2/3169.jpg,negative,0.0
244,4606,/content/drive/MyDrive/lab5_data/data2/4606.jpg,negative,0.0
245,4612,/content/drive/MyDrive/lab5_data/data2/4612.jpg,negative,0.0
246,598,/content/drive/MyDrive/lab5_data/data2/598.jpg,positive,1.0
247,1178,/content/drive/MyDrive/lab5_data/data2/1178.jpg,positive,1.0
248,4000,/content/drive/MyDrive/lab5_data/data2/4000.jpg,positive,1.0
249,2471,/content/drive/MyDrive/lab5_data/data2/2471.jpg,positive,1.0
250,1150,/content/drive/MyDrive/lab5_data/data2/1150.jpg,positive,1.0
251,2459,/content/drive/MyDrive/lab5_data/data2/2459.jpg,neutral,2.0
252,3747,/content/drive/MyDrive/lab5_data/data2/3747.jpg,positive,1.0
253,4028,/content/drive/MyDrive/lab5_data/data2/4028.jpg,positive,1.0
254,3021,/content/drive/MyDrive/lab5_data/data2/3021.jpg,positive,1.0
255,4996,/content/drive/MyDrive/lab5_data/data2/4996.jpg,positive,1.0
256,1636,/content/drive/MyDrive/lab5_data/data2/1636.jpg,positive,1.0
257,1622,/content/drive/MyDrive/lab5_data/data2/1622.jpg,neutral,2.0
258,3035,/content/drive/MyDrive/lab5_data/data2/3035.jpg,,
259,4982,/content/drive/MyDrive/lab5_data/data2/4982.jpg,negative,0.0
260,3753,/content/drive/MyDrive/lab5_data/data2/3753.jpg,positive,1.0
261,1144,/content/drive/MyDrive/lab5_data/data2/1144.jpg,neutral,2.0
262,4969,/content/drive/MyDrive/lab5_data/data2/4969.jpg,positive,1.0
263,1811,/content/drive/MyDrive/lab5_data/data2/1811.jpg,negative,0.0
264,163,/content/drive/MyDrive/lab5_data/data2/163.jpg,positive,1.0
265,1391,/content/drive/MyDrive/lab5_data/data2/1391.jpg,positive,1.0
266,605,/content/drive/MyDrive/lab5_data/data2/605.jpg,positive,1.0
267,2698,/content/drive/MyDrive/lab5_data/data2/2698.jpg,,
268,2840,/content/drive/MyDrive/lab5_data/data2/2840.jpg,negative,0.0
269,2854,/content/drive/MyDrive/lab5_data/data2/2854.jpg,positive,1.0
270,3586,/content/drive/MyDrive/lab5_data/data2/3586.jpg,positive,1.0
271,177,/content/drive/MyDrive/lab5_data/data2/177.jpg,positive,1.0
272,3592,/content/drive/MyDrive/lab5_data/data2/3592.jpg,positive,1.0
273,611,/content/drive/MyDrive/lab5_data/data2/611.jpg,positive,1.0
274,1385,/content/drive/MyDrive/lab5_data/data2/1385.jpg,positive,1.0
275,89,/content/drive/MyDrive/lab5_data/data2/89.jpg,,
276,2465,/content/drive/MyDrive/lab5_data/data2/2465.jpg,positive,1.0
277,4014,/content/drive/MyDrive/lab5_data/data2/4014.jpg,positive,1.0
278,4772,/content/drive/MyDrive/lab5_data/data2/4772.jpg,positive,1.0
279,4766,/content/drive/MyDrive/lab5_data/data2/4766.jpg,positive,1.0
280,3009,/content/drive/MyDrive/lab5_data/data2/3009.jpg,positive,1.0
281,1434,/content/drive/MyDrive/lab5_data/data2/1434.jpg,positive,1.0
282,2115,/content/drive/MyDrive/lab5_data/data2/2115.jpg,,
283,4564,/content/drive/MyDrive/lab5_data/data2/4564.jpg,positive,1.0
284,2883,/content/drive/MyDrive/lab5_data/data2/2883.jpg,positive,1.0
285,3223,/content/drive/MyDrive/lab5_data/data2/3223.jpg,negative,0.0
286,1352,/content/drive/MyDrive/lab5_data/data2/1352.jpg,,
287,3545,/content/drive/MyDrive/lab5_data/data2/3545.jpg,negative,0.0
288,1346,/content/drive/MyDrive/lab5_data/data2/1346.jpg,positive,1.0
289,2897,/content/drive/MyDrive/lab5_data/data2/2897.jpg,positive,1.0
290,3551,/content/drive/MyDrive/lab5_data/data2/3551.jpg,negative,0.0
291,5120,/content/drive/MyDrive/lab5_data/data2/5120.jpg,positive,1.0
292,3237,/content/drive/MyDrive/lab5_data/data2/3237.jpg,positive,1.0
293,2129,/content/drive/MyDrive/lab5_data/data2/2129.jpg,negative,0.0
294,4558,/content/drive/MyDrive/lab5_data/data2/4558.jpg,neutral,2.0
295,1420,/content/drive/MyDrive/lab5_data/data2/1420.jpg,positive,1.0
296,2868,/content/drive/MyDrive/lab5_data/data2/2868.jpg,neutral,2.0
297,639,/content/drive/MyDrive/lab5_data/data2/639.jpg,,
298,4566,/content/drive/MyDrive/lab5_data/data2/4566.jpg,neutral,2.0
299,2103,/content/drive/MyDrive/lab5_data/data2/2103.jpg,positive,1.0
300,4572,/content/drive/MyDrive/lab5_data/data2/4572.jpg,positive,1.0
301,3209,/content/drive/MyDrive/lab5_data/data2/3209.jpg,positive,1.0
302,2117,/content/drive/MyDrive/lab5_data/data2/2117.jpg,positive,1.0
303,2671,/content/drive/MyDrive/lab5_data/data2/2671.jpg,negative,0.0
304,74,/content/drive/MyDrive/lab5_data/data2/74.jpg,positive,1.0
305,834,/content/drive/MyDrive/lab5_data/data2/834.jpg,positive,1.0
306,1378,/content/drive/MyDrive/lab5_data/data2/1378.jpg,negative,0.0
307,4200,/content/drive/MyDrive/lab5_data/data2/4200.jpg,negative,0.0
308,2101,/content/drive/MyDrive/lab5_data/data2/2101.jpg,positive,1.0
309,4570,/content/drive/MyDrive/lab5_data/data2/4570.jpg,negative,0.0
310,62,/content/drive/MyDrive/lab5_data/data2/62.jpg,positive,1.0
311,1408,/content/drive/MyDrive/lab5_data/data2/1408.jpg,positive,1.0
312,4216,/content/drive/MyDrive/lab5_data/data2/4216.jpg,positive,1.0
313,822,/content/drive/MyDrive/lab5_data/data2/822.jpg,positive,1.0
314,2667,/content/drive/MyDrive/lab5_data/data2/2667.jpg,negative,0.0
315,3579,/content/drive/MyDrive/lab5_data/data2/3579.jpg,,
316,2673,/content/drive/MyDrive/lab5_data/data2/2673.jpg,negative,0.0
317,76,/content/drive/MyDrive/lab5_data/data2/76.jpg,positive,1.0
318,5108,/content/drive/MyDrive/lab5_data/data2/5108.jpg,,
319,4202,/content/drive/MyDrive/lab5_data/data2/4202.jpg,,
320,188,/content/drive/MyDrive/lab5_data/data2/188.jpg,negative,0.0
321,836,/content/drive/MyDrive/lab5_data/data2/836.jpg,negative,0.0
322,4228,/content/drive/MyDrive/lab5_data/data2/4228.jpg,positive,1.0
323,2659,/content/drive/MyDrive/lab5_data/data2/2659.jpg,positive,1.0
324,3547,/content/drive/MyDrive/lab5_data/data2/3547.jpg,negative,0.0
325,2881,/content/drive/MyDrive/lab5_data/data2/2881.jpg,negative,0.0
326,3221,/content/drive/MyDrive/lab5_data/data2/3221.jpg,,
327,1436,/content/drive/MyDrive/lab5_data/data2/1436.jpg,negative,0.0
328,2895,/content/drive/MyDrive/lab5_data/data2/2895.jpg,negative,0.0
329,3235,/content/drive/MyDrive/lab5_data/data2/3235.jpg,positive,1.0
330,5122,/content/drive/MyDrive/lab5_data/data2/5122.jpg,positive,1.0
331,3553,/content/drive/MyDrive/lab5_data/data2/3553.jpg,negative,0.0
332,1422,/content/drive/MyDrive/lab5_data/data2/1422.jpg,positive,1.0
333,808,/content/drive/MyDrive/lab5_data/data2/808.jpg,negative,0.0
334,1344,/content/drive/MyDrive/lab5_data/data2/1344.jpg,negative,0.0
335,48,/content/drive/MyDrive/lab5_data/data2/48.jpg,positive,1.0
336,4214,/content/drive/MyDrive/lab5_data/data2/4214.jpg,positive,1.0
337,2665,/content/drive/MyDrive/lab5_data/data2/2665.jpg,neutral,2.0
338,820,/content/drive/MyDrive/lab5_data/data2/820.jpg,positive,1.0
339,60,/content/drive/MyDrive/lab5_data/data2/60.jpg,,
340,388,/content/drive/MyDrive/lab5_data/data2/388.jpg,,
341,4764,/content/drive/MyDrive/lab5_data/data2/4764.jpg,negative,0.0
342,3584,/content/drive/MyDrive/lab5_data/data2/3584.jpg,,
343,607,/content/drive/MyDrive/lab5_data/data2/607.jpg,positive,1.0
344,2842,/content/drive/MyDrive/lab5_data/data2/2842.jpg,negative,0.0
345,1387,/content/drive/MyDrive/lab5_data/data2/1387.jpg,positive,1.0
346,1393,/content/drive/MyDrive/lab5_data/data2/1393.jpg,,
347,161,/content/drive/MyDrive/lab5_data/data2/161.jpg,positive,1.0
348,4599,/content/drive/MyDrive/lab5_data/data2/4599.jpg,neutral,2.0
349,175,/content/drive/MyDrive/lab5_data/data2/175.jpg,positive,1.0
350,3590,/content/drive/MyDrive/lab5_data/data2/3590.jpg,positive,1.0
351,2856,/content/drive/MyDrive/lab5_data/data2/2856.jpg,positive,1.0
352,613,/content/drive/MyDrive/lab5_data/data2/613.jpg,positive,1.0
353,1350,/content/drive/MyDrive/lab5_data/data2/1350.jpg,positive,1.0
354,149,/content/drive/MyDrive/lab5_data/data2/149.jpg,positive,1.0
355,1634,/content/drive/MyDrive/lab5_data/data2/1634.jpg,positive,1.0
356,3023,/content/drive/MyDrive/lab5_data/data2/3023.jpg,,
357,4994,/content/drive/MyDrive/lab5_data/data2/4994.jpg,negative,0.0
358,3745,/content/drive/MyDrive/lab5_data/data2/3745.jpg,,
